headline,label
সিরাজগঞ্জে যুবলীগ নেতাকে কুপিয়ে হত্যা,1
ফরিদপুরে অস্ত্র ও মাদকসহ আটক ৩,1
কুমিল্লায় ছাত্র পেটানোর মামলায় শিক্ষক কারাগারে,1
মেহেরপুরে খোলা বাজারে বিক্রি হচ্ছে জ্বালানি তেল,1
নীলফামারীতে জামায়াতের নারীকর্মীসহ ৪৩ জন গ্রেফতার,1
আইনি পথে খালেদা জিয়ার মুক্তি ভুলে যান: মওদুদ,1
প্রেমিকার সামনে থেকে প্রেমিককে নিয়ে গেল পুলিশ,1
ঐক্য করতে হলে নিরপেক্ষ সরকারের অধীনে নির্বাচন দিন',1
অবৈধভাবে বিদ্যুৎ সংযোগ দেয়ায় ইউপি সদস্য জেলহাজতে,1
"বঙ্গোপসাগরে নিম্নচাপ, ঘূর্ণিঝড়ে পরিণত হওয়ার আশঙ্কা",1
৪ মাস ধরে কুড়িগ্রামের ডিজেল সরবরাহ বন্ধ,1
কুড়িগ্রামে ১৬ নদ-নদীতে তীব্র ভাঙন,1
‘ব্যক্তিগত গাড়ি নিয়ন্ত্রণে আলোচনা আগামী সমন্বয় সভায়’,1
মিরপুরে ‘বন্দুকযুদ্ধে’ মাদক ব্যবসায়ী নিহত,1
"কারাগারে বিদ্যুৎস্পৃষ্টে একজন নিহত, আহত এসবির সদস্য",1
নড়িয়ায় নদীভাঙনে ক্ষতিগ্রস্তদের পাশে শিক্ষার্থীরা,1
"রাজশাহীতে বিকল ট্রাকে বাসের ধাক্কা, নিহত ৩",1
বাগেরহাটে ছিনতাইকারীর গুলিতে যুবক নিহত,1
কোনো দল নির্বাচনে না এলে তাদের সঙ্গে বসার সময় নেই : সিইসি,1
সেলাই মেশিন দেয়ার কথা বলে ধর্ষণ করলেন চেয়ারম্যান,1
কচুরিপানা পরিষ্কারে বিলে নেমে পড়লেন ইউএনও,1
আদালতের পথে গ্রেনেড হামলার আসামিরা,1
পাবনায় নৌকা ডুবে শিশুসহ নিখোঁজ ৩,1
অযত্নে নষ্ট হচ্ছে শতকোটি টাকার যন্ত্রপাতি,1
২ দিন বন্ধের পর হিলি স্থলবন্দর দিয়ে আমদানি-রফতানি শুরু,1
কুমিল্লার মামলায় খালেদা জিয়ার জামিন শুনানি ৩০ সেপ্টেম্বর,1
ডিসেম্বরের মধ্যেই গোটা বাংলাদেশ শতভাগ বিদ্যুতায়নের আওতায়,1
সিরাজগঞ্জে বিএনপি-জামায়াতের ৪ নেতা-কর্মী আটক,1
অবশেষে তলিয়ে গেল ২৪৬ একর জমির ধান,1
ঢাবি ছাত্র ইউনিয়নের কর্মী ও সম্পাদককে ছাত্রলীগের মারধর,1
"দুর্ঘটনায় মাদরাসার অধ্যক্ষ নিহত, শিক্ষার্থীদের বিক্ষোভ",1
মাদক বিরোধী অভিযান জোরদার করতে হবে: শিল্পমন্ত্রী,1
মেধাবীদের ক্যাম্পাসে এরা কারা?,1
রাজবাড়ীতে কৃষককে গুলি করে হত্যা,1
সাবেক মন্ত্রী শাজাহান সিরাজের বিরুদ্ধে অভিযোগপত্র দাখিল,1
খালেদার  সঙ্গে দেখা করতে বিকেলে কারাগারে যাচ্ছেন আইনজীবীরা,1
"এদের ধরিয়ে দিন, ১০ হাজার টাকা করে পুরস্কার",1
বাংলাদেশের অর্থনীতি ভালো করছে : অর্থমন্ত্রী,1
"সোহেল গ্রেফতার, রিজভীর নিন্দা",1
খালেদার সঙ্গে স্বজনদের সাক্ষাৎ,1
আজ ঢাকা ফিরছেন রাষ্ট্রপতি,1
শিশু অপহরণ করে হত্যার অভিযোগে ১ জন আটক,1
"বালি, কয়লা, পাথরে বিপর্যস্ত তাহিরপুরের পাঁচ গ্রাম",1
দুই ওপেনারকে হারালো বাংলাদেশ,1
ভিমরুলের কামড়ে প্রাণ গেল তামিমের,1
নির্ধারিত সময়ে শেষ হচ্ছে না পায়রা সেতুর নির্মাণ কাজ,1
রংপুরে সড়ক দুর্ঘটনায় যুবলীগের আহ্বায়ক নিহত,1
"বাসের ধাক্কায় স্কুলছাত্রী আহত, শিক্ষার্থীদের বিক্ষোভ",1
রাজধানীতে ফ্লাইওভারে উল্টে গেলো কাভার্ড ভ্যান,1
বাড়ি ফেরা হলো না তাদের,1
ঝিনাইদহে মোটরসাইকেল চালকদের হেলমেট উপহার,1
৪ অক্টোবর লালদীঘি মাঠে সমাবেশের ঘোষণা মহানগর বিএনপির,1
"ইরানে সামরিক কুচকাওয়াজে হামলা, নিহত ২৪",1
দুর্গোৎসবে বরিশালে দায়িত্ব পালন করবে ১৫শ’ পুলিশ,1
ভারতে কারাভোগ শেষে দেশে ফিরলেন দুই সহোদর,1
বঙ্গোপসাগরে ধরা পড়েছে প্রচুর ইলিশ,1
"শিশু ধর্ষণ চেষ্টা, দুই সন্তানের জনককে পিটুনি",1
বিএনপি-জামায়াত গোলযোগ করলে হাত-পা ভেঙে দেবেন:,1
জিয়া চ্যারিটেবল মামলায় ২ আসামির আদেশ কাল,1
ঢাকায় পিয়ার্স ব্রসনানের ‘ফাইনাল স্কোর’,1
সৌদি আরবের খেজুরের চারা দিয়ে বাগান করলেন লাবলু,1
নাটোরে তিন মাদক ব্যবসায়ীকে যাবজ্জীবন কারাদণ্ড,1
"মামলাজট নিরসন, শান্তি ও নাগরিকদের সচেতনতায় তিন দফা দাবি",1
গোপালগঞ্জের পদ্ম বিলের সৌন্দর্যে মুগ্ধ দর্শনার্থীরা,1
হামহাম জলপ্রপাতে নেমে রুয়েট ছাত্রের মৃত্যু,1
যাত্রাবাড়ীতে সড়ক দুর্ঘটনায় 'মানসিক প্রতিবন্ধী’ নারীর মৃত্যু,1
কুমিল্লায় উপজেলা ভাইস চেয়ারম্যানসহ ১২ শিবির কর্মী গ্রেফতার,1
চট্টগ্রামে  সড়ক দুর্ঘটনায় স্কুলশিক্ষিকা নিহত,1
পিরোজপুরের শিয়ালকাঠী ইউপির দুটি কেন্দ্রে ভোট আজ,1
সিনহার বিরুদ্ধে হুদার মামলা তদন্তে দুদক,1
জনবল সংকটে রাঙামাটির ১৫টি প্রাথমিক বিদ্যালয়,1
খালাফ হত্যায় মামুনের মৃত্যুদণ্ড বহাল,1
ভাসমান গ্রাম অন্তেহরী,1
আখাউড়ায় স্বর্ণের বারসহ যুবক আটক,1
প্রতিপক্ষের স্ত্রীকে গাছে বেঁধে পেটালেন যুবলীগ নেতা,1
ছাঁটাইকৃতদের পুনর্বহালসহ ১২ দফা দাবিতে নারায়ণগঞ্জে শ্রমিক অনশন,1
‘ডিজিটাল নিরাপত্তা আইনে দায়িত্বশীল সাংবাদিকদের ভয় নেই’,1
ট্রানজিট সুবিধা খতিয়ে দেখতে মোংলায় ভারতীয় সহকারী হাই কমিশনার,1
তত্ত্বাবধায়ক সরকার গঠন নিয়ে রিটের শুনানি কাল,1
"আদালতে বিচারক, যেকোনো সময় গ্রেনেড হামলার রায়",1
বাবা-মাকে হত্যার দায়ে ছেলের যাবজ্জীবন,1
"খালেদার চিকিৎসা স্পর্শকাতর বিষয়, রিট শুনানি মঙ্গলবার",1
সিনহার ব্যাংক হিসাবের অনুসন্ধান শেষ পর্যায়ে,1
মীরসরাইয়ে জঙ্গি আস্তানায় ২ জেএমবির মরদেহ উদ্ধার,1
ডিমলায় বিলুপ্ত ছিটমহলের ৩ ইউনিয়নে তফসিল ঘোষণা,1
ট্রাক উল্টে মা-মেয়ে নিহত,1
পদ্মার ভাঙ্গনে ক্ষতিগ্রস্থদের মাঝে ত্রান বিতরণ,1
চাঁপাইনবাবগঞ্জের সেই শিশুটির ভয়ানক অবস্থা,1
পুকুরে দুই মাদরাসা ছাত্রের মরদেহ,1
কৃষকদের মাঝে ধান কাটার মেশিন বিতরণ,1
যশোরে ডিজিটাল নিরাপত্তা আইনের ৩২ ধারা বাতিলের দাবিতে মানববন্ধন,1
সাতক্ষীরা-৪ আসনে আ.লীগ-জাপার দ্বন্দ্বে সুবিধাজনক অবস্থানে বিএনপি,1
ফেনী জেলা যুবদলের ২০১ সদস্যের পূর্ণাঙ্গ কমিটি,1
"ড. কামালেই আস্থা বিএনপির, অবশেষে বৃহত্তর রাজনৈতিক ঐক্য!",1
৪ হাজার মামলায় ৩ লাখ আসামি : রিট শুনানি অবকাশের পর,1
পুকুরে স্কুল ধসে পড়লেও যেন দেখার কেউ নেই,1
কণ্ঠশিল্পী আসিফের মামলার প্রতিবেদন ৩১ অক্টোবর,1
আমিরাতে শিগগিরই চালু হচ্ছে আভ্যন্তরীণ ভিসা ট্রান্সফার,1
"রাজবাড়ীতে পদ্মার পানিতে ২৭ গ্রাম প্লাবিত, পৌঁছেনি সহায়তা",1
উদ্বোধনের আগেই সেতুর সংযোগ সড়কে ধস,1
মেডিকেলের প্রশ্ন কিনতে এসে অভিভাবকসহ আটক ৯,1
যশোর ও বান্দরবানে ‘বন্দুকযুদ্ধে’ নিহত ২,1
সিনহার সঙ্গে বিচারপতিদের না বসার কারণ প্রকাশ পেলে দুর্গন্ধ ছড়াবে,1
নানিয়ারচরে দুই ইউপিডিএফ কর্মীকে গুলি করে হত্যা,1
টাকাসহ ৩ ছেলেকে নিয়ে উধাও স্ত্রী,1
২০২২ সালের মধ্যে ভোলাকে নদী ভাঙ্গন থেকে রক্ষা করা যাবে',1
বোয়ালখালীতে টেম্পু-অটোরিকশা সংঘর্ষে আহত ১০,1
বুড়িমারী ও মোংলা বন্দরে ২৩ কোটি টাকার ঘুষ বাণিজ্য: টিআইবি,1
‘সরকারের মেডিকেল বোর্ড দিয়ে খালেদার উপযুক্ত চিকিৎসা হবে না’,1
ঝিনাইদহে দুই পক্ষের গোলাগুলিতে নিহত ১,1
গণসংহতি আন্দোলনের নিবন্ধন না দেয়ায় ইসিকে লিগ্যাল নোটিশ,1
মুন্সীগঞ্জে ‘বন্দুকযুদ্ধে’ মাদক ব্যবসায়ী নিহত,1
ডিজিটাল ক্রাইমকে মোকাবিলা করতেই ডিজিটাল নিরাপত্তা আইন: ওবায়দুল কাদের,1
৪ অক্টোবর পদত্যাগ করবেন বরিশালের মেয়র কামাল,1
"কুমিল্লায় বিদ্যুতের তার ছিঁড়ে অটোরিকশায়, ৪ জনের মৃত্যু",1
"‘ক্ষমতা অন্যের হ‌াতে দি‌তে পা‌রে শেখ হা‌সিনা’ ১৯ সেপ্টেম্বর, ২০১৮ ১৪:১৭",1
জিপিএ-৫ নির্যাতনে শিশুদের জীবন অতিষ্ঠ,1
সত্য ও ন্যায় প্রতিষ্ঠায় আশুরার মহান শিক্ষার প্রতিফলন ঘটানোর আহবান,1
দুর্নীতির মামলায় খালাস পেলেন মায়া,1
ঢাকা-আরিচা মহাসড়কে ৪৩ কেজি স্বর্ণসহ ৫ জন আটক,1
চট্টগ্রামে ধর্ষণের অভিযোগে ৬ জন আটক,1
এসপি শামসুন্নাহারের অঙ্গীকার,1
ফেনীতে বেড়েছে ডায়রিয়া-নিউমোনিয়ার প্রকোপ,1
সমুদ্রবন্দরে ৩ নম্বর সতর্কবার্তা,1
কসবায় ৫ ঘণ্টা বন্ধ থাকার পর আবারও ট্রেন চলাচল শুরু,1
সিলেট মহানগর শিবির সভাপতিসহ ১৭ জনকে সুনামগঞ্জে আটক,1
যশোরে বিস্ফোরক মামলায় বিএনপির ২২ জনের বিরুদ্ধে চার্জশিট,1
জাবিতে ভর্তি পরীক্ষা শুরু কাল,1
যানজট নিরসনে পরিকল্পনা হলেও বাস্তবায়ন নেই,1
নেতাকর্মীদের ঐক্যবদ্ধ হওয়ার আহ্বান কাদেরের,1
যে কোনো পরিকল্পনা বাস্তবায়নে পরিবেশের ভারসাম্য রক্ষা করতে হবে,1
তিন মাসের মধ্যে পরিচ্ছন্ন সবুজ নগরী গড়া হবে: খায়রুজ্জামান লিটন,1
মুক্তিকে পুড়িয়ে হত্যা : প্রধান আসামি জাহেদ ডাক্তার গ্রেফতার,1
শ্বশুরবাড়ি থেকে জামাইয়ের গলাকাটা মৃতদেহ উদ্ধার : স্ত্রীসহ আটক ৩,1
‘মেঘলাকে ভারতে পাচার করে দিয়েছে ওরা’,1
"সিভাসু শিবির সভাপতি,সাধারণ সম্পাদক আটক",1
বেনাপোল সীমান্তে চোরাই মালামাল উদ্ধার,1
কুড়িগ্রামে দুধকুমার নদের ভাঙন রোধের দাবিতে মানববন্ধন,1
কোটালীপাড়ায় শিশু ধর্ষণচেষ্টার আসামিসহ গ্রেফতার ২,1
ফেনীর ২৭ কি.মি. অংশে তিন মাসে নিহত ৩০,1
মানিকগঞ্জে ট্রাকের ধাক্কায় মোটরসাইকেল আরোহী নিহত,1
বিদ্যালয়ে শ্রেণিকক্ষ সংকট,1
"মাঝ আকাশে যাত্রীদের নাক-কান দিয়ে রক্ত, বিমানের জরুরি অবতরণ",1
স্মার্টকার্ড বিতরণকালে নির্বাচন অফিসের ৫ কর্মচারীকে মারধর,1
"ফরিদপুরে পৃথক সড়ক দুর্ঘটনায় নিহত ৩, আহত ২",1
এক মাস ধরে নষ্ট রয়েছে ফেরি কলমিলতা,1
১০ রানে ৮ উইকেট নিয়ে নাদিমের বিশ্ব রেকর্ড,1
আজ লন্ডন থেকে নিউইয়র্কে যাচ্ছেন প্রধানমন্ত্রী,1
ককটেল ও পেট্রলবোমা উদ্ধার,1
"দেবে গেল সেতু, বগুড়া-সান্তাহার রুটে ট্রেন চলাচল বন্ধ",1
নিম্নতম মজুরির হার নিয়ে শ্রমিকদের শ্রমিকদের মধ্যে মতবিরোধ,1
লন্ডনের পথে প্রধানমন্ত্রী,1
‘গোঁফ পোষা আর হাতি পোষা একই কথা’,1
ফেনীতে সড়ক দুর্ঘটনায় নিহত ২,1
নৌকা ভ্রমণে গিয়ে ভাইবোনসহ তিন শিশুর মৃত্যু,1
"বিসিএসে উত্তীর্ণ মেয়ে অপহৃত, উদ্ধারের দাবিতে থানার সামনে মা-বাবার অবস্থান",1
"হত্যা মামলায় একজনের মৃত্যুদণ্ড, অপরজনের যাবজ্জীবন",1
এনবিআরের নজরদারিতে আসছে বড় ব্যবসায়ীদের লেনদেন,1
"কক্সবাজারে ইউএস-বাংলার বিমানে ত্রুটি, শিডিউল বিপর্যয়",1
আমীর খসরুর দেশত্যাগে দুদকের নিষেধাজ্ঞা,1
নারায়ণগঞ্জে পুকুরে ডুবে ২ শিশুর মৃত্যু,1
ব্যক্তি উদ্যোগে শিক্ষিকার শহীদ মিনার নির্মাণ,1
বিয়ে দেয়ার কথা বলে স্কুলছাত্রীকে গণধর্ষণ,1
লাকসামে পুকুরের পানিতে ডুবে ২ শিশুর মৃত্যু,1
ফেনী যুবদলের পূর্ণাঙ্গ কমিটি অনুমোদন,1
"ধর্ষণ করল বোনের ছেলে, গর্ভপাত করালেন খালা",1
ভাইকে বাঁচাতে মুক্তিযোদ্ধার সন্তানের আকুতি,1
মহেশখালীতে দুর্ঘটনায় নৌবাহিনীর দুই সদস্য নিহত,1
স্মার্টওয়াচ না পেয়ে স্কুলছাত্রের আত্মহত্যা,1
নওগাঁয় পৃথক দুর্ঘটনায় নিহত ২,1
পাহাড়ের রাজনীতি নিয়ে যত কথা,1
ছাত্রলীগ নেতার ‘সেই অস্ত্র’ কার্তুজসহ উদ্ধার,1
মানিকগঞ্জে বাসের ধাক্কায় মোটরসাইকেল আরোহী নিহত,1
ক্ষেতলালে অস্ত্রসহ ৩ জঙ্গি গ্রেফতার,1
বিতর্কিত ডিজিটাল আইন সংবিধান বিরোধী ও মত প্রকাশের অন্তরায়,1
"বামমোর্চার নির্বাচন কমিশন ঘেরাও কর্মসূচিতে পুলিশের বাধা, অাহত ৬০",1
কাঁঠালবাড়ি-শিমুলিয়া রুটে ফেরি চলাচল বিঘ্নিত,1
শিয়ালকাঠী ইউপি নির্বাচনে জেপি প্রার্থী বিজয়ী,1
কড়াইল বস্তির আগুনে পুড়ল ২০ দোকান,1
স্বর্ণ আত্মসাত : ৩ পুলিশের ৫ বছর কারাদণ্ড,1
বুড়িগঙ্গায় লঞ্চের ধাক্কায় ট্রলার ডুবে দুই শিশু নিখোঁজ,1
আন্দোলন করে কোনো দুর্নীতিবাজকে মুক্ত করা যাবে না: হানিফ,1
"নাটোরে ডিশ লাইনম্যানের মৃতদেহ উদ্ধারের ঘটনায় মামলা, আটক ২",1
"ফিলিপিন্সে ভূমিধসে নিহত ২২, মোবাইল বার্তায় বাঁচানোর আকুতি",1
সন্তানের দুধ কিনে ঘরে ফেরা হলো না বাবার,1
লাখাইয়ে দুপক্ষের সংঘর্ষে নারীসহ আহত ৪০,1
হিলিতে ৮শ’ পিস ইয়াবাসহ গ্রেফতার ২,1
ফটোশুট ফেরত মডেলের গাড়িতে পৌনে দুই লাখ ইয়াবা!,1
সিদ্ধিরগঞ্জে অবৈধ গ্যাস সংযোগ বিচ্ছিন্ন,1
রাঙ্গামাটিতে অস্ত্রসহ যুবক আটক,1
আনোয়ারায় বাস-ট্রাক সংঘর্ষে যুবক নিহত,1
মা সমাবেশের মাধ্যমে ঝিনাইদহে শেখ হাসিনার জন্মদিন উদযাপন,1
লক্ষ্মীপুরে এ্যানীর বাসভবনে হামলার অভিযোগ,1
রাজধানীর পাশাপাশি দেশজুড়ে নিরাপত্তা জোরদার,1
নদীভাঙনে দিশেহারা কালুখালীর দুই ইউনিয়নবাসী,1
মাথাবিহীন অদ্ভুত শিশুর জন্ম,1
পাকিস্তানের সঙ্গে ভারতের বৈঠক বাতিল,1
টেকনাফে চার হাজার ইয়াবাসহ আটক ১,1
ফার্মগেটে বাসের ধাক্কায় কৃষি কর্মকর্তা নিহত,1
সৈয়দ শামসুল হকের দ্বিতীয় মৃত্যুবার্ষিকী আজ,1
বাংলাদেশ জিজ্ঞাসা'র লিখিত পরীক্ষায় উত্তীর্ণ ৬৪ জনের নাম প্রকাশ,1
সুবিধা বঞ্চিতদের জ্ঞানের আলো ছড়াচ্ছে ‘আমাদের পাঠশালা’,1
ডিজিটাল নিরাপত্তা আইনের অসামঞ্জস্য দূর করার আহ্বান,1
"যমুনায় পানি বৃদ্ধি, সিরাজগঞ্জের ২৫ শিক্ষা প্রতিষ্ঠানে পাঠদান বন্ধ",1
নেদারল্যান্ডসে ট্রেনের ধাক্কায় ৪ শিশু নিহত,1
সূচি বদল নিয়ে বিসিবি সভাপতির দুই রকম সুর,1
টাঙ্গাইলে ট্রাক-জিপ সংঘর্ষে যুবলীগের আহ্বায়ক নিহত,1
নির্বাচন নিয়ে শেখ হাসিনার দুশ্চিন্তা নেই:,1
চাঁপাইনবাবগঞ্জে শিশুর মরদেহ উদ্ধার,1
আমার মনটা ভালো না : শামীম ওসমান,1
ছাত্রলীগ-যুবলীগ নেতার মাদক সেবনের ভিডিও ভাইরাল,1
"‘আওয়ামী লীগ স্বৈরাচার সরকার, তাদের অধীনে সুষ্ঠু নির্বাচন সম্ভব নয়’",1
ডিজিটাল নিরাপত্তা বিল সংসদে ফেরত পাঠানোর আহ্বান,1
আবারও নৌকা মার্কায় ভোট চাইলেন নেতারা,1
"প্রধানমন্ত্রী লন্ডন পৌঁছেছেন, নিউইয়র্ক যাচ্ছেন আজ",1
দিনাজপুরের ৬ আসনের ৫টিতেই কোন্দল আওয়ামী লীগে,1
ঢাবির ভর্তি পরীক্ষায় জালিয়াতি: আটক ২,1
পটুয়াখালীতে মাদক মামলায় যুবকের ৭ বছরের কারাদণ্ড,1
গাজীপুরে শ্রমিক বিক্ষোভে অর্ধশত কারখানা ছুটি ঘোষণা,1
"কালীগঞ্জে সড়কে অবৈধ পার্কিং, ৫ চালককে জরিমানা",1
সিনহার বিরুদ্ধে নাজমুল হুদার দুর্নীতি মামলার নথি দুদকে,1
মুখোমুখি সংঘর্ষে দুই ট্রাক ভস্মীভূত,1
নির্বাচনের আগে সিনহার বই প্রকাশ উদ্দেশ্যমূলক : কাদের,1
অবশেষে মুক্তি পেলেন আইনজীবী ফিরোজ,1
সিনহার বই পরাজিত লোকের হা-হুতাশ,1
পোকার আক্রমণে লক্ষ্যমাত্রা নিয়ে শঙ্কা আমন চাষিদের,1
মনপুরায় আগুনে পুড়ে শিশুর মৃত্যু,1
ঠাকুরগাঁওয়ে যুবদল সভাপতিসহ গ্রেফতার ৪,1
ইউএস-বাংলার সেই বিমানের ৪০ যাত্রীকে প্রাথমিক চিকিৎসা,1
দিনমজুর থেকে জ্বীনহুজুর কালু!,1
রাজশাহী-৬ আসনে বিএনপি-জামায়াত তোষণের অভিযোগে শাহরিয়ার,1
ঢাবি 'খ' ইউনিটের ভর্তি পরীক্ষায় মেনে চলতে হবে যে নির্দেশনা,1
শেরপুরে ধর্ষণের পর শিশু হত্যার মামলায় ৩ যুবকের মৃত্যুদণ্ড,1
৩ লাখ টাকা হলেই বাঁচবে সাজ্জাদ,1
পুলিশকে ওমেরার গাড়ি উপহার,1
সৈয়দপুর পৌরসভার সংরক্ষিত আসনে সাবিয়া নির্বাচিত,1
টেক্সটাইল ডিজিটাল প্রিন্টিং নিয়ে আলোচনা,1
পণ্যবাহী নৌযান ধর্মঘট স্থগিত,1
গাছে গাছে পেরেক ঠুকে টানানো হচ্ছে ব্যানার–ফেস্টুন,1
সিনহার দুর্নীতি বিষয়ে দুই ব্যবসায়ীর বক্তব্য রেকর্ড,1
আমাদের দোষ-ত্রুটি থাকলে ক্ষমা করে দেবেন : কাদের,1
"বিমানবন্দর থেকে ৭০০ মোবাইল, ২২০ স্মার্টওয়াচ আটক",1
খালেদার জামিন বাতিল প্রশ্নে আদেশ ১৪ অক্টোবর,1
খালেদার সুচিকিৎসার দাবিতে ঢাবিতে মানববন্ধন,1
বন্ধের পথে নাটোরের দুগ্ধ শীতলীকরণ কেন্দ্র,1
বাবরের গ্রামের বাড়ি এখন জনশূন্য,1
৩০০ আসনে প্রার্থী দিতে প্রস্তুতি নিচ্ছে বৃহত্তর জাতীয় ঐক্য,1
সুন্দরবন কুরিয়ারের ‘অসুন্দর গল্প’,1
পিরোজপুরে কচুয়াকাঠী ব্রিজ ভেঙে খালে,1
শাহ আমানতে বিমান ওঠানামা ফের শুরু,1
শেখ হাসিনা নিজের জন্য কিছুই করেন না,1
কুমিল্লায় সড়ক দুর্ঘটনায় নিহত ২,1
রাষ্ট্রায়ত্ত শিল্পে শ্রমিকদের ন্যূনতম মজুরি ৮৩০০ করে বিল পাস,1
ময়মনসিংহে মালবাহী ট্রেন লাইনচ্যুত,1
অভিযানের পরেও চলছে ভেজাল খাদ্য উৎপাদন,1
মোদীকে ইমরানের চিঠি,1
"নবজাতকের দেহ থেকে মাথা বিচ্ছিন্ন, ২ কর্মচারী বরখাস্ত",1
রোহিঙ্গা ক্যাম্প পরিদর্শন করেছেন ১২ দেশের রাষ্ট্রদূত,1
মৌলভীবাজার-৩ : জনসংযোগে ব্যস্ত আওয়ামী লীগ-বিএনপির একাধিক প্রার্থী,1
আন্দোলনে কোনও দুর্নীতিবাজকে মুক্ত করা যাবে না: হানিফ,1
তিন দাবিতে জাতীয় ঐক্য ও মহাসমাবেশ করার চিন্তা আইনজীবীদের,1
মানুষের শক্তির কাছে শয়তান পরাজিত হবে: মেনন,1
ঝিনাইদহে পুলিশের অভিযানে গ্রেফতার ৮২,1
জামালপুরে বৃদ্ধার লাশ উদ্ধার,1
শরীয়তপুরে পুলিশের বিরুদ্ধে পূজার টাকা হাতিয়ে নেয়ার অভিযোগ,1
ঘূর্ণিঝড় ‘ডেই’তে পরিণত হচ্ছে নিম্নচাপ,1
মধুমতি নদী পুনঃখনন ও সৌন্দর্যবর্ধন কাজের উদ্বোধন,1
বিশেষায়িত হাসপাতালে চিকিৎসার শুনানি ১ অক্টোবর,1
নিজের জীবন দিয়ে বাবাকে বাঁচাল ৭ বছরের মেয়ে,1
নিখোঁজের একদিন পর পুকুরে মিললো দুই শিশুর লাশ,1
অক্টোবরে উদ্বোধন হতে যাচ্ছে গোপালগঞ্জ-কাশিয়ানী ট্রেন চলাচল,1
মাদকবিরোধী অভিযানে হামলার শিকার দুই পুলিশ সদস্য রামেকে ভর্তি,1
জাতীয় নির্বাচনে হুমকি হতে পারে সাইবার ক্রাইম',1
কুষ্টিয়া সাব-রেজিস্টার নুর মোহম্মদকে কুপিয়ে হত্যা,1
জামালপুরে এবার ২১৬টি মণ্ডপে দুর্গাপূজা,1
চট্টগ্রামে ট্রাকের চাপায় ৫ জনের মৃত্যু,1
আ.লীগের কাছে ১০০ আসন চেয়ে তালিকা দিয়েছি : এরশাদ,1
উন্নয়নের অভিযাত্রায় দেশজুড়ে জাতীয় উন্নয়ন মেলা,1
‘আওয়ামী লীগ থাকলে দেশ ও আলেম সমাজের উন্নয়ন হয়’,1
এমপিপুত্র রনির খুনের মামলার রায় ফের পেছালো,1
রাজশাহীতে র‍্যাবের সঙ্গে গোলাগুলিতে নিহত ১,1
রাবির ১০ম সমাবর্তন আজ,1
মনোনয়ন প্রার্থীদের আমলনামা নেত্রীর হাতে পৌঁছেছে,1
মা-ইলিশ রক্ষায় ২২ দিন মাছ ধরা বন্ধ,1
বিলুপ্তির পথে সাভারের মৃৎশিল্প,1
যশোর-বেনাপোল মহাসড়ক প্রশস্ত করতে ক্রয়প্রস্তাব অনুমোদন,1
ঢাবির ভর্তি পরীক্ষায় জালিয়াতি: আটক ২,1
এস কে সিনহার বইয়ে যা লেখা হয়েছে তা একজন পরাজিত মানুষের হা-হুতাশ: আইনমন্ত্রী,1
মধ্যপ্রাচ্যগামী ফ্লাইটের শিডিউল বিপর্যয়,1
ভোট দিন বুঝে-শুনে,1
সমাবেশের নামে রাস্তায় বিশৃঙ্খলা করলে যথাযথ জবাব,1
বেনাপোলে ১৬৫ পিস ইয়াবাসহ নারী আটক,1
বিসিবির প্রধান নির্বাচক নান্নুর বাসায় চুরি,1
যৌথভাবে র‌্যাঙ্কিংয়ে শীর্ষে উঠে ফ্রান্স ও বেলজিয়ামের ইতিহাস,1
ছেলের চুরির অপরাধে মা-বোনকে মারধর,1
পঞ্চম নিলামে বিক্রি হলো ৭০ কোটি টাকার চা,1
উন্নয়নে সংস্কার কাজ জোরদারের তাগিদ পরিকল্পনা মন্ত্রীর,1
বাংলাদেশের অভ্যন্তরীণ বিষয়ে ভারত হস্তক্ষেপ করবে না: শ্রিংলা,1
মুন্সিগঞ্জে র‍্যাবের সঙ্গে গোলাগুলিতে নিহত ১,1
বরিশালে আগ্নেয়াস্ত্রসহ জেএমবি সদস্য আটক,1
কাঁদতে কাঁদতে নিজেদের কষ্টের কথা শোনালেন তারা,1
মৃত ব্যক্তিও ময়মনসিংহ মহানগর আ’লীগের কমিটিতে,1
জাতীয় উন্নয়ন মেলার শেষদিনে মানুষের উপচে পড়া ভিড়,1
‘গণতন্ত্রের বিরুদ্ধে ষড়যন্ত্র করছে খালেদা জিয়া ও ড. কামাল’,1
রোহিঙ্গা সংকট সমাধানে জাতিসংঘে সুনির্দিষ্ট প্রস্তাব দেবেন প্রধানমন্ত্রী,1
এবারের নির্বাচন আমাদের জন্য চ্যালেঞ্জ : শাজাহান খান,1
ঈশ্বরগঞ্জে ছাত্রদলের সহ-সভাপতিসহ ২ নেতা আটক,1
রোহিঙ্গা সমস্যা সমাধানে বৈশ্বিক সমর্থন আদায়ের চেষ্টা করবে বাংলাদেশ,1
প্রধানমন্ত্রীর নিউইয়র্ক সফরসঙ্গী হচ্ছেন ব্যবসায়ী ফিরোজ,1
"কুমিল্লায় জাতীয় পার্টির নেতাকর্মীদের ওপর হামলা, আহত ১০",1
জসিমের পাশে সৈয়দ মহসিন আলী ফাউন্ডেশন,1
চট্টগ্রামে অবৈধ দোকান উচ্ছেদ,1
ওসমান গনির মরদেহ দেশে আসছে আজ,1
গাজীপুরে মাটির দেয়াল চাপায় গৃহবধূ নিহত,1
